segment_1_mean,segment_1_stddev,segment_1_entropy,segment_1_info_gain,segment_2_mean,segment_2_stddev,segment_2_entropy,segment_2_info_gain,segment_3_mean,segment_3_stddev,segment_3_entropy,segment_3_info_gain,segment_4_mean,segment_4_stddev,segment_4_entropy,segment_4_info_gain,segment_5_mean,segment_5_stddev,segment_5_entropy,segment_5_info_gain,label
79.49096838718094,59.081934706466164,6.591664819551799,-0.012779402872908463,111.87924773169705,77.18656670303004,6.292064025112088,0.28682139156680186,53.25077491654745,63.888071510463256,4.5370399794835485,2.0418454371953416,61.82381398252185,44.006506098094775,6.450986469627857,0.12789894705103322,118.70643939393939,17.515334088483023,6.120546426240528,0.4583389904383619,input_images
